# Data from March 9 2020
0.234
0.219
0.216
0.21
0.213
0.228
0.232
0.224
0.243
0.252
0.268
0.268
0.261
0.258
0.261
0.254
0.243
0.222
0.211
0.198
0.197
0.187
0.174
0.167
0.157
0.148
0.141
0.132
0.126
0.12
0.109
0.104
0.097
0.09
0.086
0.083
0.085
0.083
0.078
0.074
0.069
0.065
0.062
0.057
0.056
0.052
0.052
0.048
0.047
0.046
0.044
0.041
0.039
0.035
0.035
0.033
0.031
0.029
0.027
0.026
0.025
0.022
0.02
0.019
0.019
0.018
0.017
0.016
0.015
0.014
0.014
0.013
0.012
0.011
0.011
0.01
0.01
0.01
0.009
0.009
0.008
0.008
0.008
0.007
0.007
0.007
0.007
0.006
0.006
0.006
0.006
0.006
0.006
0.005
0.005
0.004
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.004
0.004
0.004
0.004
0.005
0.005
0.006
0.006
0.005
0.005
0.005
0.004
0.004
0.004
0.004
0.004
0.004
0.004
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.004
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.005
0.006
0.006
0.005
0.005
0.006
0.006
0.006
0.006
0.007
0.007
0.008
0.008
0.009
0.009
0.01
0.011
0.011
0.011
0.01
0.01
0.01
0.011
0.011
0.012
0.013
0.014
0.014
0.015
0.015
0.015
0.015
0.015
0.015
0.015
0.015
0.015
0.015
0.015
0.015
0.016
0.016
0.016
0.016
0.017
0.017
0.017
0.017
0.017
0.017
0.017
0.017
0.017
0.017
0.017
0.017
0.018
0.017
0.018
0.018
0.018
0.019
0.019
0.02
0.02
0.021
0.022
0.023
0.024
0.026
0.028
0.032
0.035
0.038
0.04
0.043
0.046
0.049
0.053
0.057
0.061
0.065
0.068
0.073
0.08
0.086
0.093
0.1
0.105
0.111
0.118
0.124
0.13
0.135
0.14
0.142
0.146
0.149
0.153
0.155
0.159
0.16
0.161
0.162
0.162
0.163
0.163
0.161
0.162
0.163
0.162
0.162
0.159
0.158
0.156
0.153
0.15
0.146
0.141
0.137
0.133
0.128
0.124
0.121
0.118
0.117
0.113
0.111
0.11
0.11
